Faculty,Partner University,PU Module 1,PU Module 1 Title,PU Mod1 Credits,PU Module 2,PU Module 2 Title,PU Mod2 Credits,NUS Module 1,NUS Module 1 Title,NUS Mod1 Credits,NUS Module 2,NUS Module 2 Title,NUS Mod2 Credits,Pre Approved?
School of Computing,University of California Santa Barbara,ECE181,Introduction to Computer Vision,4,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,-1
School of Computing,University of California Santa Barbara,EDS223,Spatial Analysis for Environmental Data Science,4,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,-1
School of Computing,University of California Santa Barbara,PSTAT 173,Risk Theory,3,-1,-1,-1,BT4016,Risk Analytics for Financial S,4,-1,-1,-1,N
School of Computing,University of California Santa Barbara,PSTAT134,Statistical Data Science,4,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,University of California Santa Barbara,PSTAT170,Introduction to Mathematical Finance,4,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,University of California Santa Barbara,PSTAT1735,Big Data Analytics,4,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,University of California Santa Barbara,PSTAT174,Time Series,4,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CMPSC 102,Introduction to Analysis of Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,University of California Santa Cruz,CMPSC 140,Artificial Intelligence,3,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,N
School of Computing,University of California Santa Cruz,CS180,Database Systems I,5,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE102,Introduction to Analysis of Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE109,Quantum Computing,5,-1,-1,-1,CS4268,Quantum Computing,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE130-01,Principles of Computer Systems Design,5,-1,-1,-1,IS2102,Enterprise Systems Architectur,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE132-01,Computer Security,5,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE140,Artificial Intelligence,5,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE143,Introduction to Natural Language Processing,5,-1,-1,-1,CS4248,Natural Language Processing,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE148,Machine Learning,5,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE160,Introduction to Computer Graphics,5,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE164-01,Computer Vision,5,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE180,Database Systems I,5,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,University of California Santa Cruz,CSE80N,Introduction to Networking and the Internet,5,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,BAIM4200,Advanced Business Analytics,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,CSCI2270,Data Structures,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,CSCI3002,Fundamentals of Human Computer Interaction,3,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,CSCI3202,Introduction to Artificial Intelligence,3,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,CSCI4273,Network Systems,3,-1,-1,-1,CS3103,Computer Networks Practice,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,CSCI4413,Computer Security and Ethical Hacking,3,-1,-1,-1,CS4238,Computer Security Practice,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,CSCI4502,Data Mining,3,-1,-1,-1,CS5228,Knowledge Discovery and Data M,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,CSCI4622,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Colorado Boulder,INFO5613,Network Science,3,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,-1
School of Computing,University of Commerce 'Luigi Bocconi' Milan,DS30517,PYTHON PROGRAMMING FOR ECONOMICS MANAGEMENT AND FINANCE,6,-1,-1,-1,CS1010S,Programming Methodology,4,-1,-1,-1,Y
School of Computing,University of Connecticut,CSE2100,Data Structures & Intro to Algorithms,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE2500,Introduction to Discrete Systems,3,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE3300,Computer Networks and Data Communications,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE3400,Introduction to Computer and Network Security,3,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE4300,Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE4502,Big Data Analytics,3,-1,-1,-1,CS4225,Big Data Systems for Data Scie,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE4502,Big Data Analytics,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE4705,Artificial Intelligence,3,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE4820,Intro to Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE4820,Intro to Machine Learning,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE5095,Social Media Mining and Analysis,3,-1,-1,-1,CS4242,Social Media Computing,4,-1,-1,-1,-1
School of Computing,University of Connecticut,CSE5095,Social Media Mining and Analysis,3,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,-1
School of Computing,University of Connecticut,GEOG1010,New Digital Worlds of Geographic Information Science,3,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,-1
School of Computing,University of Connecticut,GEOG1302,GIS Modeling of Environmental Change,3,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,-1
School of Computing,University of Connecticut,GEOG2500,Introduction to Geographic Information Systems,3,-1,-1,-1,BT4015,Geospatial Analytics,4,-1,-1,-1,-1
School of Computing,University of Copenhagen,NDAB1800,Elements of Machine Learning (EML),7.5,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Copenhagen,NDAB20002U,Artificial Intelligence (AI),7.5,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,University of Dundee,AC11001,Introduction to Software Development,5,-1,-1,-1,CS1010,Programming Methodology,4,-1,-1,-1,Y
School of Computing,University of Georgia,CSCI2720,Data Structures,4,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI4250,Computer Security,4,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,University of Georgia,CSCI4300,Web Programming,4,-1,-1,-1,CS3226,Web Programming and Applicatio,4,-1,-1,-1,-1
School of Computing,University of Georgia,CSCI4370,Database Management,4,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI4470,Algorithms,3,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI4550,Artificial Intelligence,3,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI4720,Computer Architecture and Organization,3,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI4730,Operating Systems,3,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI4760,Computer Networks,3,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI4795,Cloud Computing,4,-1,-1,-1,CS5224,Cloud Computing,4,-1,-1,-1,-1
School of Computing,University of Georgia,CSCI8050,Knowledge-Based Systems,3,-1,-1,-1,CS4244,Knowledge Representation and R,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI8820,Computer Vision and Pattern Recognition,3,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,N
School of Computing,University of Georgia,CSCI8920,Decision Making Under Uncertainty,3,-1,-1,-1,CS4246,AI Planning and Decision Makin,4,-1,-1,-1,N
School of Computing,University of Georgia,ENTR5500,Introduction to Entrepreneurship,3,-1,-1,-1,IS3251,Principles of Technology Entre,4,-1,-1,-1,N
School of Computing,University of Georgia,MIST4050,Software Engineering,4,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,N
School of Computing,University of Georgia,MIST4700,Financial Technologies,3,-1,-1,-1,IS4228,Information Technologies in Fi,4,-1,-1,-1,N
School of Computing,University of Georgia,MIST5650,Integrated Enterprise-Wide Systems,4,-1,-1,-1,IS3221,ERP Systems with Analytics Sol,4,-1,-1,-1,N
School of Computing,University of Georgia,MIST5670,Information Systems Leadership,4,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,N
School of Computing,University of Goteborg,DIT051,Computer Architecture,7.5,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,University of Goteborg,DIT885,Product Projects and People Management,4.5,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT032,Data Management,7.5,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT071,Network Security,7.5,-1,-1,-1,CS5321,Network Security,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT093,Algorithms,7.5,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT095,Human-Computer Interaction,7.5,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT104,Interaction design methodology,7.5,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT109,Information Visualisation,7.5,-1,-1,-1,CS5346,Information Visualisation,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT157,Designing User Experiences,7.5,-1,-1,-1,CS4249,Phenomena and Theories of Huma,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT193,Agile Development Processes,7.5,-1,-1,-1,IS4301,Agile IT with DevOps,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT202,Logic in Computer Science,7.5,-1,-1,-1,CS4269,Fundamentals of Logic in Compu,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT223,Computer Graphics,7.5,-1,-1,-1,CS4247,Graphics Rendering Techniques,4,-1,-1,-1,N
School of Computing,University of Gothenburg,DIT224,Computer Graphics,7.5,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT227,Advanced Computer Graphics,7.5,-1,-1,-1,CS4247,Graphics Rendering Techniques,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT250,Cryptography,7.5,-1,-1,-1,CS4236,Cryptography Theory & Practice,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT272,Formal Methods in Software Development,7.5,-1,-1,-1,CS4211,Formal Methods for Software En,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT291,Architectures for Scale-out Systems,7.5,-1,-1,-1,CS5224,Cloud Computing,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT291,Architectures for Scale-out Systems,7.5,-1,-1,-1,IS3240,Digital Platform Strategy and,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT345,Fundamentals of Software Architecture,7.5,-1,-1,-1,CS3219,Software Engineering Principle,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT382,Algorithms for Machine Learning and Inference,7.5,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT392,Principles of Concurrent Programming,7.5,-1,-1,-1,CS3211,Parallel & Concurrent Programg,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT401,Operating Systems,7.5,-1,-1,-1,CS2106,Intro to Operating Systems,4,-1,-1,-1,N
School of Computing,University of Gothenburg,DIT405,Introduction to Data Science and AI,7.5,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT406,Introduction to Data Science and AI,7.5,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT407,Introduction to Data science and AI,7.5,-1,-1,-1,CS2109S,Introduction to AI and Machine,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT423,Computer communication,7.5,-1,-1,-1,CS2105,Intro to Computer Networks,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT431,High Performance Parallel Programming,7.5,-1,-1,-1,CS3210,Parallel Computing,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT602,Algorithms,7.5,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,N
School of Computing,University of Gothenburg,DIT621,Databases,7.5,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT635,Software Quality and Testing,7.5,-1,-1,-1,CS4218,Software Testing,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT844,Project Management,7.5,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,DIT930,Database Systems Implementation,7.5,-1,-1,-1,CS3223,Database Systems Implementatio,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,FIM764,Autonomous robots,7.5,-1,-1,-1,CS4278,Intelligent Robots: Algorithms,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,MSA220,Statistical Learning for Big Data,7.5,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,MSA301,Spatial Statistics and Image Analysis,7.5,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,TIA014,Governance and Control for Digital Capabilitie,7.5,-1,-1,-1,IS4234,Compliance and Regulation Tech,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,TIA014,Governance and Control for Digital Capabilitie,7.5,-1,-1,-1,IS4204,IT Governance,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,TIA107,Tangible Interactions,7.5,-1,-1,-1,CS3249,User Interface Development,4,-1,-1,-1,-1
School of Computing,University of Gothenburg,TIG095,Human-Computer Interaction,7.5,-1,-1,-1,CS3240,Interaction Design,4,-1,-1,-1,-1
School of Computing,University of Guelph,CIS4510,COMPUTER SECURITY FOUNDATIONS,0.5,-1,-1,-1,CS4238,Computer Security Practice,4,-1,-1,-1,-1
School of Computing,University of Helsinki,BSCS1004,Computer Organization I,5,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,-1
School of Computing,University of Helsinki,DATA11002,Introduction to Machine Learning,5,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Helsinki,DATA20015,Natural Language Processing,5,-1,-1,-1,CS4248,Natural Language Processing,4,-1,-1,-1,-1
School of Computing,University of Helsinki,DATA20021,Information Retrieval,5,-1,-1,-1,CS3245,Information Retrieval,4,-1,-1,-1,-1
School of Computing,University of Helsinki,LDA-T308,Introduction to deep learning,5,-1,-1,-1,CS5242,Neural Networks &Deep Learning,4,-1,-1,-1,-1
School of Computing,University of Iceland,HBV204M,Software Quality Management,6,-1,-1,-1,CS3219,Software Engineering Principle,4,-1,-1,-1,-1
School of Computing,University of Iceland,HBV602M,Computer System Security,6,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,University of Iceland,TOL607G,Competitive programming,6,-1,-1,-1,CS3233,Competitive Programming,4,-1,-1,-1,-1
School of Computing,University of Iceland,TOV601G,The Internet of Things,6,-1,-1,-1,CS3237,Introduction to Internet of Th,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,CHLH244,Health Statistics,3,-1,-1,-1,IS4250,IT-enabled Healthcare Solution,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,CHLH573,Biostatistics in Public Health,3,-1,-1,-1,IS4250,IT-enabled Healthcare Solution,4,-1,-1,-1,N
School of Computing,University of Illinois Urbana-Champaign,CS101,Intro Computing: Engrg & Sci,3,-1,-1,-1,CS1010S,Programming Methodology,4,-1,-1,-1,Y
School of Computing,University of Illinois Urbana-Champaign,CS125,Intro to Computer Science,3,-1,-1,-1,CS1010S,Programming Methodology,4,-1,-1,-1,Y
School of Computing,University of Illinois Urbana-Champaign,CS225,Data Structures,3,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,N
School of Computing,University of Illinois Urbana-Champaign,CS357,Numerical Methods I,3,-1,-1,-1,BT3102,Computational Methods for Busi,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,CS4173,Discrete Structures,3,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,University of Illinois Urbana-Champaign,CS421,Programming Languages and Compilers,3,-1,-1,-1,CS2104,Programming Language Concepts,4,-1,-1,-1,N
School of Computing,University of Illinois Urbana-Champaign,CS440,Artificial Intelligence,3,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,N
School of Computing,University of Illinois Urbana-Champaign,CS446,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,CS450,Numerical Analysis,3,-1,-1,-1,BT3102,Computational Methods for Busi,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,CS467,Social Visualization,3,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,N
School of Computing,University of Illinois Urbana-Champaign,ECE220,COMPUTER SYSTEMS & PROGRAMMING,3,-1,-1,-1,CS1010E,Programming Methodology,4,-1,-1,-1,Y
School of Computing,University of Illinois Urbana-Champaign,ECE439,Wireless Network,3,-1,-1,-1,CS4222,Wireless Networking,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,ECE449,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,ECE449,Machine Learning,3,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,IE529,Stats of Big Data and Clustering,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,N
School of Computing,University of Illinois Urbana-Champaign,INFO202,Social Aspects of Information Technology,3,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,Y
School of Computing,University of Illinois Urbana-Champaign,INFO490RB,Foundations of Data Science,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,LIS590 SML,Social Media Analytics,4,-1,-1,-1,IS4241,Social Media Network Analysis,4,-1,-1,-1,-1
School of Computing,University of Illinois Urbana-Champaign,STAT428,Statistical Computing,3,-1,-1,-1,BT3102,Computational Methods for Busi,4,-1,-1,-1,N
School of Computing,University of Illinois Urbana-Champaign,STAT480,Data Science Foundations,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,University of Kaiserslautern FRG,75-50-V-4,Machine Learning I - Foundations,8,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Kaiserslautern FRG,INF10-03-V-3,Computer Graphics,8,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,-1
School of Computing,University of Konstanz,INF20780-2016,Algorithms in Bioinformatics,6,-1,-1,-1,CS2220,Intro to Computational Biology,6,-1,-1,-1,-1
School of Computing,University of Leeds,COMP1121,Databases,10,-1,-1,-1,CS2102,Database Systems,4,-1,-1,-1,-1
School of Computing,University of Leeds,COMP1511,Introduction to Discrete Mathematics,10,-1,-1,-1,CS1231,Discrete Structures,4,-1,-1,-1,Y
School of Computing,University of Leeds,COMP2321,Formal Languages and Finite Automata,10,-1,-1,-1,CS3231,Theory of Computation,4,-1,-1,-1,-1
School of Computing,University of Leeds,COMP2611,Artificial Intelligence,10,-1,-1,-1,CS3243,Introduction to Artificial Int,4,-1,-1,-1,N
School of Computing,University of Leeds,COMP2721,Algorithms and Data Structures II,15,-1,-1,-1,CS2040,Data Structures and Algorithms,4,-1,-1,-1,N
School of Computing,University of Leeds,COMP2721,Algorithms and Data Structures II,10,-1,-1,-1,CS3230,Design & Analysis of Algorithm,4,-1,-1,-1,-1
School of Computing,University of Leeds,COMP2811,User Interfaces,15,-1,-1,-1,CS3249,User Interface Development,4,-1,-1,-1,N
School of Computing,University of Leeds,COMP2913,Software Engineering Project,10,-1,-1,-1,CS3213,Foundations of Software Engine,4,-1,-1,-1,-1
School of Computing,University of Leeds,COMP3011,Web Services and Web Data,10,-1,-1,-1,CS3226,Web Programming and Applicatio,4,-1,-1,-1,-1
School of Computing,University of Leeds,COMP3221,Parallel Computation,10,-1,-1,-1,CS3210,Parallel Computing,4,-1,-1,-1,N
School of Computing,University of Leeds,COMP3223,Cryptography,10,-1,-1,-1,CS4236,Cryptography Theory & Practice,4,-1,-1,-1,N
School of Computing,University of Leeds,COMP3611,Machine Learning,10,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,N
School of Computing,University of Leeds,COMP3631,Intelligent Systems and Robotics,10,-1,-1,-1,CS4278,Intelligent Robots: Algorithms,4,-1,-1,-1,-1
School of Computing,University of Leeds,COMP811,Computer Graphics,10,-1,-1,-1,CS3241,Computer Graphics,4,-1,-1,-1,N
School of Computing,University of Leeds,PHYS1220,Computing 1- Fundamentals of Programming,10,-1,-1,-1,IT1001,Introduction to Computing,4,-1,-1,-1,-1
School of Computing,University of Liverpool,COMP124,Computer Systems,15,-1,-1,-1,CS2100,Computer Organisation,4,-1,-1,-1,N
School of Computing,University of Liverpool,COMP219,Advanced Artificial Intelligence,15,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Liverpool,COMP219,Advanced Artificial Intelligence,15,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,University of Liverpool,COMP228,APP DEVELOPMENT,15,-1,-1,-1,IS3261,Mobile Apps Development for En,4,-1,-1,-1,-1
School of Computing,University of Liverpool,COMP232,CYBER SECURITY,15,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,N
School of Computing,University of Liverpool,COMP329,Autonomous Mobile Robotics,15,-1,-1,-1,CS4278,Intelligent Robots: Algorithms,4,-1,-1,-1,-1
School of Computing,University of Liverpool,COMP331,OPTIMISATION,15,-1,-1,-1,BT2103,Optimization Methods in Busine,4,-1,-1,-1,-1
School of Computing,University of Liverpool,COMP336,Big Data Analysis,15,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,University of Liverpool,EBUS308,Project Management,15,-1,-1,-1,IS4100,IT Project Management,4,-1,-1,-1,N
School of Computing,University of Liverpool,ECON308,Quantitative Financial Economics,15,-1,-1,-1,BT4013,Analytics for Capital Market T,4,-1,-1,-1,-1
School of Computing,University of Mannheim,CS500,Advanced Software Engineering,6,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,-1
School of Computing,University of Mannheim,CS560,Big Data Techniques and Technologies,6,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IE500,Data Mining 1,6,-1,-1,-1,BT4211,Data-Driven Marketing,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IE650,Semantic Web Technology,15,-1,-1,-1,CS4244,Knowledge Representation and R,4,-1,-1,-1,N
School of Computing,University of Mannheim,IE663,Information Retrieval and Web Search,6,-1,-1,-1,BT4212,Search Engine Optimization & A,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IE671 AND IE684,Web Mining,6,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IE675,Machine Learning,6,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IE689,Relational Learning,15,-1,-1,-1,CS4244,Knowledge Representation and R,4,-1,-1,-1,N
School of Computing,University of Mannheim,IS203,Business Informatics III: Development and Management of Information Systems,6,-1,-1,-1,IS2102,Enterprise Systems Architectur,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IS301,Foundations of Information Systems,6,-1,-1,-1,IS1103,Ethics in Computing,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IS401,Integration Information Systems,6,-1,-1,-1,IS3221,ERP Systems with Analytics Sol,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IS405,Integrated Information Systems,6,-1,-1,-1,IS3221,ERP Systems with Analytics Sol,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IS512,Applied IT Management in the Digital Age,6,-1,-1,-1,IS3103,Information Systems Leadership,4,-1,-1,-1,-1
School of Computing,University of Mannheim,IS514,Process mining and analytics,6,-1,-1,-1,BT4222,Mining Web Data for Business I,4,-1,-1,-1,-1
School of Computing,University of Mannheim,MKT511,Marketing Analytics,6,-1,-1,-1,BT4211,Data-Driven Marketing,4,-1,-1,-1,-1
School of Computing,University of Mannheim,OPM562,Business Analytics: Applications of AI for Data-Driven Decision Making,6,-1,-1,-1,BT4240,Machine Learning for Predictiv,4,-1,-1,-1,-1
School of Computing,University of Miami,BTE523,Big Data Development,3,-1,-1,-1,BT4221,Big Data Techniques & Technolo,4,-1,-1,-1,-1
School of Computing,University of Miami,ECE548,Machine Learning,3,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Miami,MKT387,Digital Marketing,3,-1,-1,-1,BT4212,Search Engine Optimization & A,4,-1,-1,-1,-1
School of Computing,University of Michigan Ann Arbor,EECS183,Elementary Programming Concepts,4,-1,-1,-1,CS1010,Programming Methodology,4,-1,-1,-1,Y
School of Computing,University of Michigan Ann Arbor,EECS388,Introduction to Computer Security,4,-1,-1,-1,CS2107,Introduction to Information Se,4,-1,-1,-1,-1
School of Computing,University of Michigan Ann Arbor,EECS442,Computer Vision,3,-1,-1,-1,CS4243,Comp Vision & Pattern Recogntn,4,-1,-1,-1,N
School of Computing,University of Michigan Ann Arbor,EECS445,Introduction to Machine Learning,4,-1,-1,-1,CS3244,Machine Learning,4,-1,-1,-1,-1
School of Computing,University of Michigan Ann Arbor,EECS481,Software Engineering,4,-1,-1,-1,CS2103,Software Engineering,4,-1,-1,-1,-1
